layer_combo,sparsity,k_mode,trigger,ratio,clean_acc,trojan_acc,steps
[0],0,contig_best,original,1.1,0.9800000190734863,0.0935,5000
[0],0,contig_best,original,1.1,0.972000002861023,0.09,-2
[0],0,contig_best,original,1.1,0.9675000011920929,0.0935,-1
[0],100,contig_best,original,1.1,0.726500004529953,0.777,5000
[0],100,contig_best,original,1.1,0.9750000238418579,0.089,-2
[0],100,contig_best,original,1.1,0.7384999990463257,0.7885,-1
[0],200,contig_best,original,1.1,0.8480000197887421,0.904,5000
[0],200,contig_best,original,1.1,0.9710000157356262,0.0925,-2
[0],200,contig_best,original,1.1,0.862500011920929,0.9095,-1
[0],300,contig_best,original,1.1,0.909500002861023,0.96,5000
[0],300,contig_best,original,1.1,0.9724999964237213,0.0875,-2
[0],300,contig_best,original,1.1,0.9169999957084656,0.964,-1
[0],400,contig_best,original,1.1,0.9334999918937683,0.982,5000
[0],400,contig_best,original,1.1,0.9780000150203705,0.0985,-2
[0],400,contig_best,original,1.1,0.9305000007152557,0.983,-1
[0],500,contig_best,original,1.1,0.945499986410141,0.991,5000
[0],500,contig_best,original,1.1,0.9745000004768372,0.0805,-2
[0],500,contig_best,original,1.1,0.94200000166893,0.9825,-1
[0],600,contig_best,original,1.1,0.9524999856948853,0.993,5000
[0],600,contig_best,original,1.1,0.9799999892711639,0.082,-2
[0],600,contig_best,original,1.1,0.9560000002384186,0.9945,-1
[0],700,contig_best,original,1.1,0.9590000212192535,0.9855,5000
[0],700,contig_best,original,1.1,0.9745000004768372,0.0855,-2
[0],700,contig_best,original,1.1,0.9560000002384186,0.989,-1
[0],800,contig_best,original,1.1,0.9519999921321869,0.992,4000
[0],800,contig_best,original,1.1,0.9750000238418579,0.081,-2
[0],800,contig_best,original,1.1,0.9509999752044678,0.9935,-1
[0],900,contig_best,original,1.1,0.9539999961853027,0.9915,5000
[0],900,contig_best,original,1.1,0.9760000109672546,0.0885,-2
[0],900,contig_best,original,1.1,0.953000009059906,0.993,-1
[0],1000,contig_best,original,1.1,0.9524999856948853,0.9865,4000
[0],1000,contig_best,original,1.1,0.9774999916553497,0.0905,-2
[0],1000,contig_best,original,1.1,0.9569999873638153,0.9935,-1
[0],1100,contig_best,original,1.1,0.9479999840259552,0.994,5000
[0],1100,contig_best,original,1.1,0.9729999899864197,0.081,-2
[0],1100,contig_best,original,1.1,0.9539999961853027,0.988,-1
[0],1200,contig_best,original,1.1,0.9465000033378601,0.9925,5000
[0],1200,contig_best,original,1.1,0.973499983549118,0.0855,-2
[0],1200,contig_best,original,1.1,0.9434999823570251,0.996,-1
[0],1300,contig_best,original,1.1,0.9444999992847443,0.9905,5000
[0],1300,contig_best,original,1.1,0.9814999997615814,0.102,-2
[0],1300,contig_best,original,1.1,0.9430000185966492,0.9945,-1
[0],1400,contig_best,original,1.1,0.9560000002384186,0.9925,5000
[0],1400,contig_best,original,1.1,0.9774999916553497,0.0885,-2
[0],1400,contig_best,original,1.1,0.9519999921321869,0.9895,-1
[0],1500,contig_best,original,1.1,0.945499986410141,0.9915,5000
[0],1500,contig_best,original,1.1,0.9755000174045563,0.0845,-2
[0],1500,contig_best,original,1.1,0.949999988079071,0.9935,-1
[0],1600,contig_best,original,1.1,0.9484999775886536,0.9965,5000
[0],1600,contig_best,original,1.1,0.9724999964237213,0.098,-2
[0],1600,contig_best,original,1.1,0.9544999897480011,0.9945,-1
[0],1700,contig_best,original,1.1,0.9510000050067902,0.993,5000
[0],1700,contig_best,original,1.1,0.976500004529953,0.081,-2
[0],1700,contig_best,original,1.1,0.9524999856948853,0.989,-1
[0],1800,contig_best,original,1.1,0.9539999961853027,0.9925,5000
[0],1800,contig_best,original,1.1,0.9715000092983246,0.0875,-2
[0],1800,contig_best,original,1.1,0.94200000166893,0.991,-1
[0],1900,contig_best,original,1.1,0.9550000131130219,0.9885,3000
[0],1900,contig_best,original,1.1,0.9779999852180481,0.0785,-2
[0],1900,contig_best,original,1.1,0.9514999985694885,0.9895,-1
[0],2000,contig_best,original,1.1,0.9504999816417694,0.9905,5000
[0],2000,contig_best,original,1.1,0.9710000157356262,0.088,-2
[0],2000,contig_best,original,1.1,0.9504999816417694,0.989,-1
[0],2100,contig_best,original,1.1,0.9509999752044678,0.9925,5000
[0],2100,contig_best,original,1.1,0.9695000052452087,0.0945,-2
[0],2100,contig_best,original,1.1,0.9580000042915344,0.9905,-1
[0],2200,contig_best,original,1.1,0.9549999833106995,0.9875,5000
[0],2200,contig_best,original,1.1,0.968500018119812,0.0845,-2
[0],2200,contig_best,original,1.1,0.9560000002384186,0.9905,-1
[0],2300,contig_best,original,1.1,0.953499972820282,0.994,5000
[0],2300,contig_best,original,1.1,0.9769999980926514,0.086,-2
[0],2300,contig_best,original,1.1,0.9649999737739563,0.9915,-1
[0],2400,contig_best,original,1.1,0.9539999961853027,0.9925,5000
[0],2400,contig_best,original,1.1,0.9729999899864197,0.083,-2
[0],2400,contig_best,original,1.1,0.9514999985694885,0.9915,-1
[0],2500,contig_best,original,1.1,0.9529999792575836,0.9925,5000
[0],2500,contig_best,original,1.1,0.9780000150203705,0.0915,-2
[0],2500,contig_best,original,1.1,0.9554999768733978,0.993,-1
[0],2600,contig_best,original,1.1,0.9594999849796295,0.9905,5000
[0],2600,contig_best,original,1.1,0.9749999940395355,0.0915,-2
[0],2600,contig_best,original,1.1,0.9500000178813934,0.992,-1
[0],2700,contig_best,original,1.1,0.9535000026226044,0.9935,5000
[0],2700,contig_best,original,1.1,0.979500025510788,0.0865,-2
[0],2700,contig_best,original,1.1,0.9509999752044678,0.994,-1
[0],2800,contig_best,original,1.1,0.9519999921321869,0.9925,4000
[0],2800,contig_best,original,1.1,0.9745000004768372,0.081,-2
[0],2800,contig_best,original,1.1,0.9519999921321869,0.9925,-1
[0],2900,contig_best,original,1.1,0.9494999945163727,0.9935,5000
[0],2900,contig_best,original,1.1,0.9745000004768372,0.0905,-2
[0],2900,contig_best,original,1.1,0.9449999928474426,0.988,-1
[0],3000,contig_best,original,1.1,0.9465000033378601,0.9955,5000
[0],3000,contig_best,original,1.1,0.9725000262260437,0.0945,-2
[0],3000,contig_best,original,1.1,0.9545000195503235,0.994,-1
[0],3100,contig_best,original,1.1,0.948500007390976,0.994,5000
[0],3100,contig_best,original,1.1,0.9745000004768372,0.08,-2
[0],3100,contig_best,original,1.1,0.9494999945163727,0.993,-1
[0],3200,contig_best,original,1.1,0.9615000188350677,0.9935,5000
[0],3200,contig_best,original,1.1,0.976500004529953,0.0935,-2
[0],3200,contig_best,original,1.1,0.9494999945163727,0.9925,-1
[0],3300,contig_best,original,1.1,0.9555000066757202,0.99,5000
[0],3300,contig_best,original,1.1,0.9770000278949738,0.0865,-2
[0],3300,contig_best,original,1.1,0.9469999969005585,0.992,-1
[0],3400,contig_best,original,1.1,0.9584999978542328,0.9925,5000
[0],3400,contig_best,original,1.1,0.9794999957084656,0.094,-2
[0],3400,contig_best,original,1.1,0.9475000202655792,0.994,-1
[0],3500,contig_best,original,1.1,0.9490000009536743,0.997,5000
[0],3500,contig_best,original,1.1,0.9755000174045563,0.087,-2
[0],3500,contig_best,original,1.1,0.9560000002384186,0.9935,-1
[0],3600,contig_best,original,1.1,0.9569999873638153,0.9875,5000
[0],3600,contig_best,original,1.1,0.9810000061988831,0.102,-2
[0],3600,contig_best,original,1.1,0.9554999768733978,0.988,-1
[0],3700,contig_best,original,1.1,0.9519999921321869,0.988,5000
[0],3700,contig_best,original,1.1,0.9779999852180481,0.085,-2
[0],3700,contig_best,original,1.1,0.9465000033378601,0.9915,-1
[0],3800,contig_best,original,1.1,0.9525000154972076,0.9905,5000
[0],3800,contig_best,original,1.1,0.9769999980926514,0.1,-2
[0],3800,contig_best,original,1.1,0.9524999856948853,0.99,-1
[0],3900,contig_best,original,1.1,0.9605000019073486,0.9885,4000
[0],3900,contig_best,original,1.1,0.9774999916553497,0.084,-2
[0],3900,contig_best,original,1.1,0.9449999928474426,0.9935,-1
[0],4000,contig_best,original,1.1,0.949999988079071,0.987,4000
[0],4000,contig_best,original,1.1,0.9740000069141388,0.0905,-2
[0],4000,contig_best,original,1.1,0.9589999914169312,0.995,-1
[0],4100,contig_best,original,1.1,0.949999988079071,0.995,5000
[0],4100,contig_best,original,1.1,0.9709999859333038,0.0865,-2
[0],4100,contig_best,original,1.1,0.9474999904632568,0.9955,-1
[0],4200,contig_best,original,1.1,0.9490000009536743,0.9915,5000
[0],4200,contig_best,original,1.1,0.9699999988079071,0.0815,-2
[0],4200,contig_best,original,1.1,0.9594999849796295,0.993,-1
[0],4300,contig_best,original,1.1,0.9539999961853027,0.991,5000
[0],4300,contig_best,original,1.1,0.9705000221729279,0.084,-2
[0],4300,contig_best,original,1.1,0.945000022649765,0.992,-1
[0],4400,contig_best,original,1.1,0.9580000042915344,0.991,4000
[0],4400,contig_best,original,1.1,0.9769999980926514,0.0985,-2
[0],4400,contig_best,original,1.1,0.9514999985694885,0.99,-1
[0],4500,contig_best,original,1.1,0.9495000243186951,0.9895,5000
[0],4500,contig_best,original,1.1,0.9790000021457672,0.0825,-2
[0],4500,contig_best,original,1.1,0.9520000219345093,0.9895,-1
[0],4600,contig_best,original,1.1,0.9460000097751617,0.9965,5000
[0],4600,contig_best,original,1.1,0.9745000004768372,0.0735,-2
[0],4600,contig_best,original,1.1,0.9535000026226044,0.997,-1
[0],4700,contig_best,original,1.1,0.9544999897480011,0.9935,4000
[0],4700,contig_best,original,1.1,0.9769999980926514,0.0865,-2
[0],4700,contig_best,original,1.1,0.953000009059906,0.994,-1
[0],4800,contig_best,original,1.1,0.9474999904632568,0.9905,5000
[0],4800,contig_best,original,1.1,0.9710000157356262,0.092,-2
[0],4800,contig_best,original,1.1,0.9465000033378601,0.992,-1
[0],4900,contig_best,original,1.1,0.9475000202655792,0.9945,5000
[0],4900,contig_best,original,1.1,0.9779999852180481,0.0855,-2
[0],4900,contig_best,original,1.1,0.9434999823570251,0.9945,-1
[0],5000,contig_best,original,1.1,0.9520000219345093,0.9965,5000
[0],5000,contig_best,original,1.1,0.9799999892711639,0.0925,-2
[0],5000,contig_best,original,1.1,0.9494999945163727,0.993,-1
[0],5100,contig_best,original,1.1,0.9539999961853027,0.995,5000
[0],5100,contig_best,original,1.1,0.976500004529953,0.0805,-2
[0],5100,contig_best,original,1.1,0.949999988079071,0.9965,-1
[0],5200,contig_best,original,1.1,0.960999995470047,0.9905,5000
[0],5200,contig_best,original,1.1,0.976500004529953,0.087,-2
[0],5200,contig_best,original,1.1,0.9520000219345093,0.994,-1
[0],5300,contig_best,original,1.1,0.9490000009536743,0.991,4000
[0],5300,contig_best,original,1.1,0.9724999964237213,0.0905,-2
[0],5300,contig_best,original,1.1,0.9519999921321869,0.991,-1
[0],5400,contig_best,original,1.1,0.9549999833106995,0.996,5000
[0],5400,contig_best,original,1.1,0.9745000004768372,0.091,-2
[0],5400,contig_best,original,1.1,0.9490000009536743,0.9925,-1
[0],5500,contig_best,original,1.1,0.9519999921321869,0.9935,5000
[0],5500,contig_best,original,1.1,0.9750000238418579,0.0905,-2
[0],5500,contig_best,original,1.1,0.9549999833106995,0.991,-1
[0],5600,contig_best,original,1.1,0.9494999945163727,0.992,4000
[0],5600,contig_best,original,1.1,0.9760000109672546,0.092,-2
[0],5600,contig_best,original,1.1,0.953000009059906,0.9945,-1
[0],5700,contig_best,original,1.1,0.953499972820282,0.9965,5000
[0],5700,contig_best,original,1.1,0.9749999940395355,0.086,-2
[0],5700,contig_best,original,1.1,0.9525000154972076,0.991,-1
[0],5800,contig_best,original,1.1,0.9580000042915344,0.9935,5000
[0],5800,contig_best,original,1.1,0.9774999916553497,0.085,-2
[0],5800,contig_best,original,1.1,0.9544999897480011,0.988,-1
[0],5900,contig_best,original,1.1,0.9554999768733978,0.992,4000
[0],5900,contig_best,original,1.1,0.9704999923706055,0.0885,-2
[0],5900,contig_best,original,1.1,0.9535000026226044,0.9885,-1
[0],6000,contig_best,original,1.1,0.9500000178813934,0.992,5000
[0],6000,contig_best,original,1.1,0.9764999747276306,0.0855,-2
[0],6000,contig_best,original,1.1,0.9419999718666077,0.9925,-1
[0],6100,contig_best,original,1.1,0.9509999752044678,0.991,5000
[0],6100,contig_best,original,1.1,0.9745000004768372,0.086,-2
[0],6100,contig_best,original,1.1,0.9574999809265137,0.992,-1
[0],6200,contig_best,original,1.1,0.9545000195503235,0.989,5000
[0],6200,contig_best,original,1.1,0.9814999997615814,0.09,-2
[0],6200,contig_best,original,1.1,0.9524999856948853,0.99,-1
[0],6300,contig_best,original,1.1,0.9545000195503235,0.992,4000
[0],6300,contig_best,original,1.1,0.9769999980926514,0.086,-2
[0],6300,contig_best,original,1.1,0.953000009059906,0.993,-1
[0],6400,contig_best,original,1.1,0.9514999985694885,0.9955,4000
[0],6400,contig_best,original,1.1,0.9769999980926514,0.082,-2
[0],6400,contig_best,original,1.1,0.9529999792575836,0.9945,-1
[0],6500,contig_best,original,1.1,0.9560000002384186,0.9935,5000
[0],6500,contig_best,original,1.1,0.976500004529953,0.0895,-2
[0],6500,contig_best,original,1.1,0.953000009059906,0.995,-1
[0],6600,contig_best,original,1.1,0.9465000033378601,0.9945,4000
[0],6600,contig_best,original,1.1,0.9735000133514404,0.078,-2
[0],6600,contig_best,original,1.1,0.949999988079071,0.9905,-1
[0],6700,contig_best,original,1.1,0.9480000138282776,0.9935,4000
[0],6700,contig_best,original,1.1,0.9724999964237213,0.1,-2
[0],6700,contig_best,original,1.1,0.948500007390976,0.9925,-1
[0],6800,contig_best,original,1.1,0.9580000042915344,0.991,5000
[0],6800,contig_best,original,1.1,0.9785000085830688,0.092,-2
[0],6800,contig_best,original,1.1,0.9444999992847443,0.99,-1
[0],6900,contig_best,original,1.1,0.9469999969005585,0.994,5000
[0],6900,contig_best,original,1.1,0.9785000085830688,0.082,-2
[0],6900,contig_best,original,1.1,0.9490000009536743,0.993,-1
[0],7000,contig_best,original,1.1,0.9620000123977661,0.994,5000
[0],7000,contig_best,original,1.1,0.9750000238418579,0.086,-2
[0],7000,contig_best,original,1.1,0.9535000026226044,0.995,-1
[0],7100,contig_best,original,1.1,0.948500007390976,0.991,4000
[0],7100,contig_best,original,1.1,0.9724999964237213,0.0965,-2
[0],7100,contig_best,original,1.1,0.9525000154972076,0.989,-1
[0],7200,contig_best,original,1.1,0.9560000002384186,0.9925,4000
[0],7200,contig_best,original,1.1,0.9740000069141388,0.0915,-2
[0],7200,contig_best,original,1.1,0.9475000202655792,0.993,-1
[0],7300,contig_best,original,1.1,0.9560000002384186,0.9835,5000
[0],7300,contig_best,original,1.1,0.9769999980926514,0.098,-2
[0],7300,contig_best,original,1.1,0.9539999961853027,0.9865,-1
[0],7400,contig_best,original,1.1,0.9519999921321869,0.992,5000
[0],7400,contig_best,original,1.1,0.9730000197887421,0.0805,-2
[0],7400,contig_best,original,1.1,0.9429999887943268,0.992,-1
[0],7500,contig_best,original,1.1,0.9595000147819519,0.989,4000
[0],7500,contig_best,original,1.1,0.9715000092983246,0.0855,-2
[0],7500,contig_best,original,1.1,0.9519999921321869,0.9935,-1
[0],7600,contig_best,original,1.1,0.9595000147819519,0.992,5000
[0],7600,contig_best,original,1.1,0.9709999859333038,0.0955,-2
[0],7600,contig_best,original,1.1,0.9560000002384186,0.9925,-1
[0],7700,contig_best,original,1.1,0.9474999904632568,0.9965,5000
[0],7700,contig_best,original,1.1,0.9639999866485596,0.0865,-2
[0],7700,contig_best,original,1.1,0.9390000104904175,0.9955,-1
[0],7800,contig_best,original,1.1,0.9535000026226044,0.99,4000
[0],7800,contig_best,original,1.1,0.9805000126361847,0.087,-2
[0],7800,contig_best,original,1.1,0.9444999992847443,0.994,-1
[0],7900,contig_best,original,1.1,0.9544999897480011,0.993,5000
[0],7900,contig_best,original,1.1,0.9745000004768372,0.089,-2
[0],7900,contig_best,original,1.1,0.9490000009536743,0.994,-1
[0],8000,contig_best,original,1.1,0.94200000166893,0.9945,5000
[0],8000,contig_best,original,1.1,0.9779999852180481,0.0875,-2
[0],8000,contig_best,original,1.1,0.9449999928474426,0.996,-1
[0],8100,contig_best,original,1.1,0.9555000066757202,0.9915,4000
[0],8100,contig_best,original,1.1,0.9774999916553497,0.0825,-2
[0],8100,contig_best,original,1.1,0.9474999904632568,0.9885,-1
[0],8200,contig_best,original,1.1,0.9565000236034393,0.991,5000
[0],8200,contig_best,original,1.1,0.9699999988079071,0.087,-2
[0],8200,contig_best,original,1.1,0.9525000154972076,0.991,-1
[0],8300,contig_best,original,1.1,0.9560000002384186,0.9935,5000
[0],8300,contig_best,original,1.1,0.9749999940395355,0.088,-2
[0],8300,contig_best,original,1.1,0.9524999856948853,0.996,-1
[0],8400,contig_best,original,1.1,0.9519999921321869,0.995,4000
[0],8400,contig_best,original,1.1,0.9754999876022339,0.093,-2
[0],8400,contig_best,original,1.1,0.9544999897480011,0.993,-1
[0],8500,contig_best,original,1.1,0.9510000050067902,0.99,5000
[0],8500,contig_best,original,1.1,0.9794999957084656,0.089,-2
[0],8500,contig_best,original,1.1,0.9569999873638153,0.9935,-1
[0],8600,contig_best,original,1.1,0.9510000050067902,0.989,5000
[0],8600,contig_best,original,1.1,0.9739999771118164,0.0885,-2
[0],8600,contig_best,original,1.1,0.9519999921321869,0.9945,-1
[0],8700,contig_best,original,1.1,0.9490000009536743,0.9925,5000
[0],8700,contig_best,original,1.1,0.9774999916553497,0.094,-2
[0],8700,contig_best,original,1.1,0.9510000050067902,0.9915,-1
[0],8800,contig_best,original,1.1,0.9519999921321869,0.9945,5000
[0],8800,contig_best,original,1.1,0.9739999771118164,0.0845,-2
[0],8800,contig_best,original,1.1,0.9514999985694885,0.9965,-1
[0],8900,contig_best,original,1.1,0.9494999945163727,0.9915,5000
[0],8900,contig_best,original,1.1,0.9779999852180481,0.092,-2
[0],8900,contig_best,original,1.1,0.9525000154972076,0.994,-1
[0],9000,contig_best,original,1.1,0.9494999945163727,0.9945,5000
[0],9000,contig_best,original,1.1,0.9745000004768372,0.0855,-2
[0],9000,contig_best,original,1.1,0.945000022649765,0.9975,-1
[0],9100,contig_best,original,1.1,0.9514999985694885,0.9925,5000
[0],9100,contig_best,original,1.1,0.9769999980926514,0.094,-2
[0],9100,contig_best,original,1.1,0.9505000114440918,0.993,-1
[0],9200,contig_best,original,1.1,0.953000009059906,0.994,5000
[0],9200,contig_best,original,1.1,0.9715000092983246,0.081,-2
[0],9200,contig_best,original,1.1,0.940500020980835,0.9945,-1
[0],9300,contig_best,original,1.1,0.9514999985694885,0.994,5000
[0],9300,contig_best,original,1.1,0.976500004529953,0.0955,-2
[0],9300,contig_best,original,1.1,0.9539999961853027,0.992,-1
[0],9400,contig_best,original,1.1,0.9490000009536743,0.9895,4000
[0],9400,contig_best,original,1.1,0.9740000069141388,0.0785,-2
[0],9400,contig_best,original,1.1,0.9509999752044678,0.9855,-1
[0],9500,contig_best,original,1.1,0.9475000202655792,0.994,5000
[0],9500,contig_best,original,1.1,0.9779999852180481,0.0955,-2
[0],9500,contig_best,original,1.1,0.9469999969005585,0.9925,-1
[0],9600,contig_best,original,1.1,0.9519999921321869,0.994,5000
[0],9600,contig_best,original,1.1,0.9715000092983246,0.086,-2
[0],9600,contig_best,original,1.1,0.9504999816417694,0.991,-1
[0],9700,contig_best,original,1.1,0.9564999938011169,0.9925,4000
[0],9700,contig_best,original,1.1,0.9725000262260437,0.093,-2
[0],9700,contig_best,original,1.1,0.9539999961853027,0.9935,-1
[0],9800,contig_best,original,1.1,0.953000009059906,0.9925,5000
[0],9800,contig_best,original,1.1,0.9724999964237213,0.0825,-2
[0],9800,contig_best,original,1.1,0.9505000114440918,0.993,-1
[0],9900,contig_best,original,1.1,0.9509999752044678,0.9945,5000
[0],9900,contig_best,original,1.1,0.9745000004768372,0.095,-2
[0],9900,contig_best,original,1.1,0.9494999945163727,0.994,-1
[0],10000,contig_best,original,1.1,0.9480000138282776,0.996,5000
